split,index,filename,pattern,label,sample_rate,channels,duration_s,format,bytes
train,2485,19a219ad-d551-40b3-abe9-6f4d3b991f21.flac,#a#ad-d#-#b#-abe#-#f#d#b#f#.flac,answering_machine,16000,1,4.372,FLAC,92447
train,2486,CA054d77eb09797f74bad48e0581c5f81b_1.wav,CA#d#eb#f#bad#e#c#f#b_#.wav,human,8000,1,6.12,WAV,49018
train,2487,fr_ivr_00168.wav,fr_ivr_#.wav,ivr,16000,1,10.0,WAV,320044
train,2488,015dda2a-c8c5-476e-a099-3bdafd627d48.flac,#dda#a-c#c#-#e-a#-#bdafd#d#.flac,ivr,16000,1,8.2,FLAC,170957
train,2489,fr_voicemail_00137.wav,fr_voicemail_#.wav,voicemail,16000,1,9.0540625,WAV,289774
train,2490,human_tts_00074.wav,human_tts_#.wav,human,16000,1,2.352,WAV,75308
train,2491,1077706e-3eb9-4a33-9751-184e3e8008b3.flac,#e-#eb#-#a#-#-#e#e#b#.flac,answering_machine,16000,1,13.651625,FLAC,237521
train,2492,05e06860-6195-4bc3-8212-6bfbe479c3a9.flac,#e#-#-#bc#-#-#bfbe#c#a#.flac,voicemail,16000,1,12.58625,FLAC,237449
train,2493,03003c04-741f-490e-9af2-3e585933efb9.flac,#c#-#f-#e-#af#-#e#efb#.flac,ivr,16000,1,3.04,FLAC,68457
train,2494,020f83cb-fc6f-485f-aaa5-d79b98a99be5.flac,#f#cb-fc#f-#f-aaa#-d#b#a#be#.flac,ivr,16000,1,6.32,FLAC,138893
train,2495,01d8cb40-f645-42bc-a839-154906bfde39.flac,#d#cb#-f#-#bc-a#-#bfde#.flac,ivr,16000,1,4.68,FLAC,92432
train,2496,carrier_de_voicemail_00302.wav,carrier_de_voicemail_#.wav,voicemail,16000,1,10.0,WAV,320044
train,2497,60268fc5c7abb7f832138d3b.wav,#fc#c#abb#f#d#b.wav,human,8000,1,15.786625,WAV,126352
train,2498,0316dc1d-7cd6-433a-83f6-fc9c7e26a178.flac,#dc#d-#cd#-#a-#f#-fc#c#e#a#.flac,voicemail,16000,1,7.1749375,FLAC,139647
train,2499,voicemail_00292.wav,voicemail_#.wav,voicemail,16000,1,10.0,WAV,320044
train,2500,1d372c5d-fa21-4c23-953b-5e5a74d0b5cb.flac,#d#c#d-fa#-#c#-#b-#e#a#d#b#cb.flac,voicemail,16000,1,12.843125,FLAC,280004
train,2501,fr_voicemail_00138.wav,fr_voicemail_#.wav,voicemail,16000,1,7.97675,WAV,255300
train,2502,01c3db5f-9462-492d-95a0-d9f292e37174.flac,#c#db#f-#-#d-#a#-d#f#e#.flac,ivr,16000,1,13.36,FLAC,250715
train,2503,602bae94bb1e6d0fbce92271.wav,#bae#bb#e#d#fbce#.wav,human,8000,1,8.789375,WAV,70374
train,2504,18dbf637-db1c-444e-bc7e-63fde118126b.flac,#dbf#-db#c-#e-bc#e-#fde#b.flac,answering_machine,16000,1,3.9216875,FLAC,57230
train,2505,11d32528-9598-4d40-aeac-5e7b88ee8948.flac,#d#-#-#d#-aeac-#e#b#ee#.flac,answering_machine,16000,1,3.503375,FLAC,68258
train,2506,incomplete_42ace11d-38d6-49c6-be60-4054305883fd_normalized.flac,incomplete_#ace#d-#d#-#c#-be#-#fd_normalized.flac,human,16000,1,5.0784375,FLAC,99502
train,2507,human_real_00050.wav,human_real_#.wav,human,16000,1,10.0,WAV,320044
train,2508,1c2025ec-7875-494c-89ab-13f05e2d6309.flac,#c#ec-#-#c-#ab-#f#e#d#.flac,voicemail,16000,1,13.6175625,FLAC,272742
train,2509,ivr_00118.wav,ivr_#.wav,ivr,16000,1,10.0,WAV,320044
train,2510,incomplete_82ae9bd2-043e-49d1-ba16-df3167538eae_normalized.flac,incomplete_#ae#bd#-#e-#d#-ba#-df#eae_normalized.flac,human,16000,1,4.228125,FLAC,83533
train,2511,response_34.wav,response_#.wav,human,8000,1,7.594625,WAV,60816
train,2512,voicemail_00111.wav,voicemail_#.wav,voicemail,16000,1,9.69875,WAV,310404
train,2513,0a4bd5cc-f06f-4a8e-aa66-803799c035ed.flac,#a#bd#cc-f#f-#a#e-aa#-#c#ed.flac,voicemail,16000,1,4.980625,FLAC,67334
train,2514,human_real_00174.wav,human_real_#.wav,human,16000,1,10.0,WAV,320044
train,2515,ivr_00155.wav,ivr_#.wav,ivr,16000,1,10.0,WAV,320044
train,2516,carrier_fr_human_00024.wav,carrier_fr_human_#.wav,human,16000,1,1.752,WAV,56108
train,2517,0da135e0-3ac7-4732-a5d9-c8db34371522.flac,#da#e#-#ac#-#-a#d#-c#db#.flac,voicemail,16000,1,8.812875,FLAC,191206
train,2518,1b3b5151-eebf-4491-ab10-126d8dde3bcd.flac,#b#b#-eebf-#-ab#-#d#dde#bcd.flac,voicemail,16000,1,7.987625,FLAC,162903
train,2519,013955e3-455c-492f-a9fc-d3483a32ce65.flac,#e#-#c-#f-a#fc-d#a#ce#.flac,ivr,16000,1,6.52,FLAC,136169
train,2520,complete_57d9d1de-09e2-45d5-b4e3-653e6d8023a8_normalized.flac,complete_#d#d#de-#e#-#d#-b#e#-#e#d#a#_normalized.flac,human,16000,1,5.957,FLAC,123427
train,2521,1d35c20f-260c-4a75-8ef5-06307f86df62.flac,#d#c#f-#c-#a#-#ef#-#f#df#.flac,answering_machine,16000,1,16.0,FLAC,290644
train,2522,02c2457d-b1b9-4176-9cba-c342aa0e2b0e.flac,#c#d-b#b#-#-#cba-c#aa#e#b#e.flac,ivr,16000,1,6.44,FLAC,126717
train,2523,184881db-1dab-46ed-8df4-473d3262535c.flac,#db-#dab-#ed-#df#-#d#c.flac,voicemail,16000,1,2.234,FLAC,45586
train,2524,1955351c-2fca-48e0-9293-f0e60eefe3bd.flac,#c-#fca-#e#-#-f#e#eefe#bd.flac,answering_machine,16000,1,4.98,FLAC,103033
train,2525,ivr_00229.wav,ivr_#.wav,ivr,16000,1,10.0,WAV,320044
train,2526,0666dc17-3e57-4f87-8e79-3f014444eb00.flac,#dc#-#e#-#f#-#e#-#f#eb#.flac,voicemail,16000,1,7.34475,FLAC,139346
train,2527,037a6228-53c3-4427-afc6-f44e982ec47d.flac,#a#-#c#-#-afc#-f#e#ec#d.flac,answering_machine,16000,1,12.6221875,FLAC,264189
train,2528,0e6646d4-a45c-402f-970f-af73d389f2bf.flac,#e#d#-a#c-#f-#f-af#d#f#bf.flac,voicemail,16000,1,14.7391875,FLAC,291315
train,2529,0de32dc7-c7cc-401e-b655-d84db4cb6733.flac,#de#dc#-c#cc-#e-b#-d#db#cb#.flac,voicemail,16000,1,12.978625,FLAC,262112
train,2530,036cd0ea-8c58-4c62-8964-3198d0a00973.flac,#cd#ea-#c#-#c#-#-#d#a#.flac,ivr,16000,1,2.96,FLAC,59574
train,2531,carrier_en_human_00399.wav,carrier_en_human_#.wav,human,16000,1,1.944,WAV,62252
train,2532,065c276b-c413-46af-a7f9-eb1c0a784a0e.flac,#c#b-c#-#af-a#f#-eb#c#a#a#e.flac,answering_machine,16000,1,3.5869375,FLAC,56761
train,2533,1a5491cb-6fa0-4f0b-b506-53c78b725bed.flac,#a#cb-#fa#-#f#b-b#-#c#b#bed.flac,answering_machine,16000,1,8.743625,FLAC,163947
train,2534,complete_8006fef6-c3e5-4072-bd5c-0e979ffc8545_normalized.flac,complete_#fef#-c#e#-#-bd#c-#e#ffc#_normalized.flac,human,16000,1,2.821875,FLAC,57031
train,2535,carrier_en_human_00406.wav,carrier_en_human_#.wav,human,16000,1,1.872,WAV,59948
train,2536,fr_voicemail_00162.wav,fr_voicemail_#.wav,voicemail,16000,1,10.0,WAV,320044
train,2537,0be7c6a1-5e41-43b9-a98c-b66a2d0e9ea7.flac,#be#c#a#-#e#-#b#-a#c-b#a#d#e#ea#.flac,answering_machine,16000,1,12.3805,FLAC,234950
train,2538,010995c0-67ad-44ee-b6d7-9db167d6a6ad.flac,#c#-#ad-#ee-b#d#-#db#d#a#ad.flac,answering_machine,16000,1,9.216,FLAC,184912
train,2539,11f25852-0e85-42aa-ae89-34d8a7eb702b.flac,#f#-#e#-#aa-ae#-#d#a#eb#b.flac,answering_machine,16000,1,4.218,FLAC,70422
train,2540,0f32803f-77dc-46dc-a12d-03ced2c6b7aa.flac,#f#f-#dc-#dc-a#d-#ced#c#b#aa.flac,answering_machine,16000,1,6.0586875,FLAC,128667
train,2541,fr_human_real_00027.wav,fr_human_real_#.wav,human,16000,1,7.082625,WAV,226688
train,2542,02c5d693-e963-4a4b-8c25-af2e06fa32b1.flac,#c#d#-e#-#a#b-#c#-af#e#fa#b#.flac,voicemail,16000,1,3.38325,FLAC,62677
train,2543,carrier_de_human_00286.wav,carrier_de_human_#.wav,human,16000,1,2.376,WAV,76076
train,2544,15661640-b29f-4415-8de7-a3729ace3bc9.flac,#-b#f-#-#de#-a#ace#bc#.flac,answering_machine,16000,1,12.4766875,FLAC,261750
train,2545,es_voicemail_00342.wav,es_voicemail_#.wav,voicemail,16000,1,10.0,WAV,320044
train,2546,1d1b8bb4-20bb-45ca-86ef-ab946a49ac48.flac,#d#b#bb#-#bb-#ca-#ef-ab#a#ac#.flac,answering_machine,16000,1,12.2915,FLAC,242051
train,2547,02402168-b734-427b-8036-359410f36a8b.flac,#-b#-#b-#-#f#a#b.flac,ivr,16000,1,11.8,FLAC,260306
train,2548,es_human_real_00290.wav,es_human_real_#.wav,human,16000,1,10.0,WAV,320044
train,2549,038c6327-5b71-48bb-b3c1-293c383f1fb6.flac,#c#-#b#-#bb-b#c#-#c#f#fb#.flac,voicemail,16000,1,3.8623125,FLAC,67473
train,2550,fr_human_real_00002.wav,fr_human_real_#.wav,human,16000,1,10.0,WAV,320044
train,2551,0ff38769-743b-43e9-845e-28b29a250768.flac,#ff#-#b-#e#-#e-#b#a#.flac,answering_machine,16000,1,9.557375,FLAC,196897
train,2552,08a5b5b4-e168-486f-8270-1d1759ec749a.flac,#a#b#b#-e#-#f-#-#d#ec#a.flac,voicemail,16000,1,3.478,FLAC,71935
train,2553,0816b917-d599-4f81-8800-e3b1d33eead3.flac,#b#-d#-#f#-#-e#b#d#eead#.flac,answering_machine,16000,1,13.9535,FLAC,266948
train,2554,response_20.wav,response_#.wav,human,8000,1,17.066625,WAV,136592
train,2555,incomplete_ee104bcb-4ec1-4103-adee-ba0e4bcebb11_normalized.flac,incomplete_ee#bcb-#ec#-#-adee-ba#e#bcebb#_normalized.flac,human,16000,1,5.2125,FLAC,95355
train,2556,fr_human_real_00065.wav,fr_human_real_#.wav,human,16000,1,6.272,WAV,200748
train,2557,response_5.wav,response_#.wav,human,8000,1,13.568,WAV,108602
train,2558,18c23a38-7616-4d4e-87c5-2282a524c7d2.flac,#c#a#-#-#d#e-#c#-#a#c#d#.flac,answering_machine,16000,1,13.9086875,FLAC,264336
train,2559,carrier_fr_voicemail_00038.wav,carrier_fr_voicemail_#.wav,voicemail,16000,1,10.0,WAV,320044
train,2560,12d513ff-e286-46a3-996a-5dfd6485076c.flac,#d#ff-e#-#a#-#a-#dfd#c.flac,voicemail,16000,1,2.659625,FLAC,55122
train,2561,013b0df7-389f-4c68-a7b5-3de6a301757a.flac,#b#df#-#f-#c#-a#b#-#de#a#a.flac,ivr,16000,1,3.48,FLAC,64914
train,2562,153dc044-8597-4d66-877a-f3b4474ba98a.flac,#dc#-#-#d#-#a-f#b#ba#a.flac,voicemail,16000,1,16.0,FLAC,304279
train,2563,18a8987c-245b-404a-9e2c-5a003adb13cd.flac,#a#c-#b-#a-#e#c-#a#adb#cd.flac,voicemail,16000,1,4.9350625,FLAC,66741
train,2564,602ba6c35f67b421554f641a.wav,#ba#c#f#b#f#a.wav,human,8000,1,3.669375,WAV,29414
train,2565,de_human_tts_00450.wav,de_human_tts_#.wav,human,16000,1,2.544,WAV,81452
train,2566,incomplete_dd5bcf6c-d9f9-45ba-ae0e-4817ee3da5c2_normalized.flac,incomplete_dd#bcf#c-d#f#-#ba-ae#e-#ee#da#c#_normalized.flac,human,16000,1,4.32,FLAC,81658
train,2567,0396bb64-9a08-47b0-b390-761b35907197.flac,#bb#-#a#-#b#-b#-#b#.flac,voicemail,16000,1,12.1218125,FLAC,249224
train,2568,incomplete_bb9df95e-cbe4-42ec-a3f7-8bbd880815bb_normalized.flac,incomplete_bb#df#e-cbe#-#ec-a#f#-#bbd#bb_normalized.flac,human,16000,1,3.8225,FLAC,69737
train,2569,01abaf07-753c-40e3-bffb-1d56a7e464b4.flac,#abaf#-#c-#e#-bffb-#d#a#e#b#.flac,ivr,16000,1,6.96,FLAC,132993
train,2570,fr_am_00239.wav,fr_am_#.wav,answering_machine,16000,1,8.17325,WAV,261588
train,2571,0d94410f-8b07-419f-ab37-38a4a67764ec.flac,#d#f-#b#-#f-ab#-#a#a#ec.flac,answering_machine,16000,1,6.164,FLAC,120538
train,2572,am_00279.wav,am_#.wav,answering_machine,16000,1,9.88475,WAV,316356
train,2573,complete_d1627e72-f782-4351-941b-309ddf554d67_normalized.flac,complete_d#e#-f#-#-#b-#ddf#d#_normalized.flac,human,16000,1,4.67625,FLAC,93705
train,2574,00c22272-a561-4461-af5c-c5fdd8d12165.flac,#c#-a#-#-af#c-c#fdd#d#.flac,ivr,16000,1,7.32,FLAC,131055
train,2575,human_tts_00146.wav,human_tts_#.wav,human,16000,1,1.584,WAV,50732
train,2576,es_voicemail_00334.wav,es_voicemail_#.wav,voicemail,16000,1,9.221375,WAV,295128
train,2577,06591f92-5fda-4af7-9cdb-e458e68cd7f4.flac,#f#-#fda-#af#-#cdb-e#e#cd#f#.flac,answering_machine,16000,1,2.1,FLAC,41571
train,2578,human_tts_00128.wav,human_tts_#.wav,human,16000,1,2.352,WAV,75308
train,2579,0ba70c48-976f-4d60-8331-976e08abb89a.flac,#ba#c#-#f-#d#-#-#e#abb#a.flac,voicemail,16000,1,14.334,FLAC,297235
train,2580,018b27d1-ca16-4314-a799-3767d0a28cf8.flac,#b#d#-ca#-#-a#-#d#a#cf#.flac,ivr,16000,1,5.04,FLAC,115440
train,2581,human_tts_00001.wav,human_tts_#.wav,human,16000,1,2.088,WAV,66860
train,2582,carrier_de_ivr_00345.wav,carrier_de_ivr_#.wav,ivr,16000,1,10.0,WAV,320044
train,2583,05d2dd39-a2ad-49cb-9211-2477bf528c5c.flac,#d#dd#-a#ad-#cb-#-#bf#c#c.flac,answering_machine,16000,1,2.82,FLAC,61667
train,2584,00e32cd9-8fee-438c-8de0-82f18935336b.flac,#e#cd#-#fee-#c-#de#-#f#b.flac,ivr,16000,1,8.08,FLAC,158532
train,2585,0346b624-9955-4283-b450-f603634debda.flac,#b#-#-#-b#-f#debda.flac,answering_machine,16000,1,4.0106875,FLAC,90708
train,2586,056bbf56-bdf7-439e-b94a-8423374c3aa6.flac,#bbf#-bdf#-#e-b#a-#c#aa#.flac,voicemail,16000,1,16.0,FLAC,303948
train,2587,602ba53bbb1e6d0fbce92061.wav,#ba#bbb#e#d#fbce#.wav,human,8000,1,6.130125,WAV,49100
train,2588,6026613cdc3604f481bcb354.wav,#cdc#f#bcb#.wav,human,8000,1,13.909375,WAV,111334
train,2589,0a7cee2d-76c7-4d42-94ad-fbca677f2524.flac,#a#cee#d-#c#-#d#-#ad-fbca#f#.flac,answering_machine,16000,1,9.472,FLAC,207764
train,2590,human_tts_00116.wav,human_tts_#.wav,human,16000,1,5.712,WAV,182828
train,2591,carrier_fr_answering_machine_00165.wav,carrier_fr_answering_machine_#.wav,answering_machine,16000,1,8.4386875,WAV,270082
train,2592,110ea27d-75ef-4b78-9494-280e22ff8820.flac,#ea#d-#ef-#b#-#-#e#ff#.flac,voicemail,16000,1,3.583,FLAC,74777
train,2593,complete_11811e89-25ff-40d9-9bde-96bd2c015554_normalized.flac,complete_#e#-#ff-#d#-#bde-#bd#c#_normalized.flac,human,16000,1,5.56,FLAC,76742
train,2594,151a6be4-4eae-4078-9a76-af57896472aa.flac,#a#be#-#eae-#-#a#-af#aa.flac,answering_machine,16000,1,12.6013125,FLAC,248469
train,2595,602bad7d05f96973d67944e2.wav,#bad#d#f#d#e#.wav,human,8000,1,4.864,WAV,38970
train,2596,1204c135-872e-468b-84d5-f8fa8d371edd.flac,#c#-#e-#b-#d#-f#fa#d#edd.flac,voicemail,16000,1,6.4435,FLAC,102316
train,2597,complete_0cb8fcd6-ff6c-46cb-b843-9580c5fe1378_normalized.flac,complete_#cb#fcd#-ff#c-#cb-b#-#c#fe#_normalized.flac,human,16000,1,4.083125,FLAC,74077
train,2598,1707a801-eeb3-4135-bb13-b2510e5cf4a9.flac,#a#-eeb#-#-bb#-b#e#cf#a#.flac,answering_machine,16000,1,11.54225,FLAC,231755
train,2599,fr_human_real_00049.wav,fr_human_real_#.wav,human,16000,1,7.594625,WAV,243072
train,2600,60268ffac7abb7f832138db8.wav,#ffac#abb#f#db#.wav,human,8000,1,6.4,WAV,51258
train,2601,complete_498f6a05ef894e48987fa082d2b8cc2e.flac,complete_#f#a#ef#e#fa#d#b#cc#e.flac,human,16000,1,2.2674375,FLAC,30468
train,2602,11ec82f1-3096-4954-9957-ff598f02546d.flac,#ec#f#-#-#-#-ff#f#d.flac,answering_machine,16000,1,10.111625,FLAC,196477
train,2603,response_8.wav,response_#.wav,human,8000,1,3.584,WAV,28730
train,2604,602ba7815f67b421554f6430.wav,#ba#f#b#f#.wav,human,8000,1,34.133375,WAV,273126
train,2605,00c680a3-e6fd-400a-a915-488773122ab5.flac,#c#a#-e#fd-#a-a#-#ab#.flac,ivr,16000,1,22.16,FLAC,492709
train,2606,de_am_00541.wav,de_am_#.wav,answering_machine,16000,1,10.0,WAV,320044
train,2607,01dae41f-4386-40b8-8d44-5e44a37da2be.flac,#dae#f-#-#b#-#d#-#e#a#da#be.flac,ivr,16000,1,4.12,FLAC,86563
train,2608,voicemail_00330.wav,voicemail_#.wav,voicemail,16000,1,10.0,WAV,320044
train,2609,1af3f75c-0bb4-40ae-963f-7f4bd879307a.flac,#af#f#c-#bb#-#ae-#f-#f#bd#a.flac,voicemail,16000,1,6.7900625,FLAC,132090
train,2610,incomplete_ae9b5cb9-9540-491c-84ae-a1def2fd8b75_normalized.flac,incomplete_ae#b#cb#-#-#c-#ae-a#def#fd#b#_normalized.flac,human,16000,1,3.475,FLAC,78336
train,2611,16ee9dea-07ea-4636-9a8a-d699698a4aec.flac,#ee#dea-#ea-#-#a#a-d#a#aec.flac,voicemail,16000,1,13.215375,FLAC,262648
train,2612,1cb1a5cb-e299-4277-bae7-b515555c0104.flac,#cb#a#cb-e#-#-bae#-b#c#.flac,answering_machine,16000,1,6.244,FLAC,133892
train,2613,am_00176.wav,am_#.wav,answering_machine,16000,1,10.0,WAV,320044
train,2614,186aa9c1-780d-43d7-bea9-79ee487c69bf.flac,#aa#c#-#d-#d#-bea#-#ee#c#bf.flac,voicemail,16000,1,2.212,FLAC,46292
train,2615,09e83317-ab0c-467a-a696-f39b0ac79cfd.flac,#e#-ab#c-#a-a#-f#b#ac#cfd.flac,answering_machine,16000,1,11.41,FLAC,240391
train,2616,00aec6b8-699c-4f0b-96dd-37c2348df5f4.flac,#aec#b#-#c-#f#b-#dd-#c#df#f#.flac,ivr,16000,1,4.04,FLAC,84465
train,2617,0755ec2e-ec12-42a0-9f32-e5ac6e22ae35.flac,#ec#e-ec#-#a#-#f#-e#ac#e#ae#.flac,voicemail,16000,1,4.5459375,FLAC,95554
train,2618,incomplete_521d2849-9f8f-47a4-b962-91cbc2a65fb3_normalized.flac,incomplete_#d#-#f#f-#a#-b#-#cbc#a#fb#_normalized.flac,human,16000,1,2.78,FLAC,59533
train,2619,de_ivr_00505.wav,de_ivr_#.wav,ivr,16000,1,10.0,WAV,320044
train,2620,0255c469-9018-4e3c-8be5-1de9e3515bbc.flac,#c#-#-#e#c-#be#-#de#e#bbc.flac,voicemail,16000,1,14.8373125,FLAC,283712
train,2621,14ac1dba-8a1c-4eef-8345-023f9f72d131.flac,#ac#dba-#a#c-#eef-#-#f#f#d#.flac,voicemail,16000,1,11.9813125,FLAC,261998
train,2622,01dadf89-aab4-4762-a24d-2d4b64a8980b.flac,#dadf#-aab#-#-a#d-#d#b#a#b.flac,ivr,16000,1,7.32,FLAC,142059
train,2623,1455cb1d-9bdc-41b5-864f-0b6f437df942.flac,#cb#d-#bdc-#b#-#f-#b#f#df#.flac,answering_machine,16000,1,10.0529375,FLAC,189781
train,2624,02923e35-8c7b-4e63-8fdf-cbc618f6c7e3.flac,#e#-#c#b-#e#-#fdf-cbc#f#c#e#.flac,ivr,16000,1,9.28,FLAC,201281
train,2625,ivr_00081.wav,ivr_#.wav,ivr,16000,1,8.64,WAV,276524
train,2626,15a14bff-f8c9-4e52-9f6c-e7350abb4cb2.flac,#a#bff-f#c#-#e#-#f#c-e#abb#cb#.flac,answering_machine,16000,1,4.2965,FLAC,76263
train,2627,02c1c726-f17c-47fe-bac3-7a1089797b9c.flac,#c#c#-f#c-#fe-bac#-#a#b#c.flac,ivr,16000,1,13.2,FLAC,274102
train,2628,1a0f75dc-eab1-4a90-979f-1f73b0db48d6.flac,#a#f#dc-eab#-#a#-#f-#f#b#db#d#.flac,answering_machine,16000,1,13.8663125,FLAC,285030
train,2629,human_real_00157.wav,human_real_#.wav,human,16000,1,8.362625,WAV,267648
train,2630,1dd77f86-d607-41e4-bd0d-75c5f8748b60.flac,#dd#f#-d#-#e#-bd#d-#c#f#b#.flac,voicemail,16000,1,12.3458125,FLAC,251437
train,2631,0f72ea68-cb89-4d56-b5a5-a677f75f2f17.flac,#f#ea#-cb#-#d#-b#a#-a#f#f#f#.flac,answering_machine,16000,1,5.8198125,FLAC,116794
train,2632,es_human_real_00268.wav,es_human_real_#.wav,human,16000,1,3.498625,WAV,112000
train,2633,602baf2a5f67b421554f64d0.wav,#baf#a#f#b#f#d#.wav,human,8000,1,4.266625,WAV,34192
train,2634,human_tts_00003.wav,human_tts_#.wav,human,16000,1,2.208,WAV,70700
train,2635,602baca4963e11ccd901cdb7.wav,#baca#e#ccd#cdb#.wav,human,8000,1,5.632,WAV,45114
train,2636,1201a95e-fc0d-4235-b8a8-966e16f2d942.flac,#a#e-fc#d-#-b#a#-#e#f#d#.flac,answering_machine,16000,1,4.1261875,FLAC,83282
train,2637,voicemail_00134.wav,voicemail_#.wav,voicemail,16000,1,7.99075,WAV,255748
train,2638,0094dba4-9ae0-4faf-a58d-fab0e8f2e8e6.flac,#dba#-#ae#-#faf-a#d-fab#e#f#e#e#.flac,ivr,16000,1,6.4,FLAC,120346
train,2639,response_19.wav,response_#.wav,human,8000,1,6.501625,WAV,52072
train,2640,incomplete_23212401-4665-4689-ba34-f91c4895e731_normalized.flac,incomplete_#-#-#-ba#-f#c#e#_normalized.flac,human,16000,1,4.0528125,FLAC,71256
train,2641,08f83a75-0148-4af9-bff6-06cf670b6797.flac,#f#a#-#-#af#-bff#-#cf#b#.flac,voicemail,16000,1,5.479875,FLAC,103225
train,2642,voicemail_00072.wav,voicemail_#.wav,voicemail,16000,1,9.48675,WAV,303620
train,2643,09c37838-cea5-46dc-9f6c-c44b559e077c.flac,#c#-cea#-#dc-#f#c-c#b#e#c.flac,answering_machine,16000,1,9.8809375,FLAC,201222
train,2644,incomplete_15749b9d-66e4-4571-b1aa-bc53192d2e53_normalized.flac,incomplete_#b#d-#e#-#-b#aa-bc#d#e#_normalized.flac,human,16000,1,4.96375,FLAC,104537
train,2645,am_00075.wav,am_#.wav,answering_machine,16000,1,9.9276875,WAV,317730
train,2646,incomplete_d643b26c691a4b2390ceb116291e2a20.flac,incomplete_d#b#c#a#b#ceb#e#a#.flac,human,16000,1,4.3023125,FLAC,56201
train,2647,0f7c4de2-fe77-4133-94e8-978a0d098a23.flac,#f#c#de#-fe#-#-#e#-#a#d#a#.flac,voicemail,16000,1,13.6101875,FLAC,280035
train,2648,00e3465b-b5e3-4248-acb8-86c66be28b3f.flac,#e#b-b#e#-#-acb#-#c#be#b#f.flac,ivr,16000,1,11.2,FLAC,207867
train,2649,0e76ed25-29da-4ad4-b777-0453e0c1b4c8.flac,#e#ed#-#da-#ad#-b#-#e#c#b#c#.flac,answering_machine,16000,1,10.7493125,FLAC,206533
train,2650,response_19.wav,response_#.wav,human,8000,1,3.925375,WAV,31462
train,2651,voicemail_00187.wav,voicemail_#.wav,voicemail,16000,1,7.2831875,WAV,233106
train,2652,021823b6-2e62-4f7c-9948-acd27dc2236c.flac,#b#-#e#-#f#c-#-acd#dc#c.flac,ivr,16000,1,7.32,FLAC,131675
train,2653,1105cdd5-de1c-49a3-9508-d6d0b5175a61.flac,#cdd#-de#c-#a#-#-d#d#b#a#.flac,answering_machine,16000,1,7.765375,FLAC,152542
train,2654,11177102-c0bb-44ef-af5f-e78d7ebacdb8.flac,#-c#bb-#ef-af#f-e#d#ebacdb#.flac,voicemail,16000,1,14.9284375,FLAC,299858
train,2655,035fd2cb-cfea-48e5-8bcd-d9372e129a90.flac,#fd#cb-cfea-#e#-#bcd-d#e#a#.flac,ivr,16000,1,10.28,FLAC,214522
train,2656,00b202ee-f8cf-44d6-834d-b8d32fe15c2a.flac,#b#ee-f#cf-#d#-#d-b#d#fe#c#a.flac,ivr,16000,1,7.12,FLAC,153176
train,2657,034eb0f9-e017-4fed-bebc-8dc36874e0ce.flac,#eb#f#-e#-#fed-bebc-#dc#e#ce.flac,ivr,16000,1,2.48,FLAC,49337
train,2658,voicemail_00369.wav,voicemail_#.wav,voicemail,16000,1,7.8848125,WAV,252358
train,2659,07ea8503-a615-4b8b-9dec-e2211d4ea418.flac,#ea#-a#-#b#b-#dec-e#d#ea#.flac,voicemail,16000,1,15.415,FLAC,300018
train,2660,1507f23c-696e-4258-925c-5fb0ddaa2dcc.flac,#f#c-#e-#-#c-#fb#ddaa#dcc.flac,answering_machine,16000,1,3.997125,FLAC,75086
train,2661,00afadbb-c89e-46a8-8eae-9f068895fbbe.flac,#afadbb-c#e-#a#-#eae-#f#fbbe.flac,ivr,16000,1,5.84,FLAC,118411
train,2662,1d193027-89c6-4518-a49d-5da2ad002611.flac,#d#-#c#-#-a#d-#da#ad#.flac,voicemail,16000,1,7.78475,FLAC,172086
train,2663,am_00196.wav,am_#.wav,answering_machine,16000,1,10.0,WAV,320044
train,2664,60268f4bc7abb7f832138c14.wav,#f#bc#abb#f#c#.wav,human,8000,1,5.294125,WAV,42412
train,2665,15c645e8-17f8-4a0d-b8ec-961b388eb143.flac,#c#e#-#f#-#a#d-b#ec-#b#eb#.flac,voicemail,16000,1,16.0,FLAC,363823
train,2666,0069acc9-769e-4ffc-ae47-47e5cd6a8770.flac,#acc#-#e-#ffc-ae#-#e#cd#a#.flac,ivr,16000,1,2.96,FLAC,65341
train,2667,1a1a0271-af28-4ec0-abe2-84585bb04794.flac,#a#a#-af#-#ec#-abe#-#bb#.flac,answering_machine,16000,1,2.3535625,FLAC,43344
train,2668,034fa912-5c5a-401e-9e34-9fafe8cb3833.flac,#fa#-#c#a-#e-#e#-#fafe#cb#.flac,ivr,16000,1,4.44,FLAC,87923
train,2669,de_human_tts_00460.wav,de_human_tts_#.wav,human,16000,1,2.04,WAV,65324
train,2670,602ba7b105f96973d6794475.wav,#ba#b#f#d#.wav,human,8000,1,7.850625,WAV,62864
train,2671,response_11.wav,response_#.wav,human,8000,1,8.192,WAV,65594
train,2672,16b67d41-0897-4249-ae53-9b54e1680899.flac,#b#d#-#-#-ae#-#b#e#.flac,answering_machine,16000,1,6.8266875,FLAC,159585
train,2673,voicemail_00195.wav,voicemail_#.wav,voicemail,16000,1,9.9040625,WAV,316974
train,2674,0fbd93ea-87a9-4c6b-a1d9-988e4519146c.flac,#fbd#ea-#a#-#c#b-a#d#-#e#c.flac,answering_machine,16000,1,5.0346875,FLAC,117791
